"North Dakota Department of Health and Human Services",,,,,,,,,,,,,,,,
"ND Medicaid Durable Medical Equipment Services Fee Schedule",,,,,,,,,,,,,,,,
"Inclusion or exclusion of a procedure code, supply, product, or service does not imply Medicaid coverage, reimbursement, or lack thereof.",,,,,,,,,,,,,,,,
"Data Updated as of 02/08/2026",,,,,,,,,,,,,,,,
"Code","Short Description","Category","Covered","Coverage Notes","Modifier Required","Rental Rate","General Rate","FQHC Generate Encounter","RHC Generate Encounter","IHS/Tribal Generate Encounter","ORP Provider NPI Required","DME ICF Responsibility","DME NF Responsibility","DME SB Responsibility","Service Authorization Required","General Notes"
"L6110","Elbow mold sock suspension t","DME-Purchase","Yes",,,,"$2,885.61","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6120","Elbow mold doub splt soc ste","DME-Purchase","Yes",,,,"$3,623.39","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6130","Elbow stump activated lock h","DME-Purchase","Yes",,,,"$3,909.54","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6200","Elbow mold outsid lock hinge","DME-Purchase","Yes",,,,"$4,214.62","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6205","Elbow molded w/ expand inter","DME-Purchase","Yes",,,,"$5,157.51","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6250","Elbow inter loc elbow forarm","DME-Purchase","Yes",,,,"$3,752.68","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6300","Shlder disart int lock elbow","DME-Purchase","Yes",,,,"$5,502.28","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6310","Shoulder passive restor comp","DME-Purchase","Yes",,,,"$4,193.95","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6320","Shoulder passive restor cap","DME-Purchase","Yes",,,,"$2,518.44","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6350","Thoracic intern lock elbow","DME-Purchase","Yes",,,,"$6,322.81","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6360","Thoracic passive restor comp","DME-Purchase","Yes",,,,"$4,402.50","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 3 months"
"L6370","Thoracic passive restor cap","DME-Purchase","Yes",,,,"$2,806.30","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 3 months"
"L6380","Postop dsg cast chg wrst/elb","DME-Purchase","Yes",,,,"$1,608.29","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 3 months"
"L6382","Postop dsg cast chg elb dis/","DME-Purchase","Yes",,,,"$2,187.48","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 3 months"
"L6384","Postop dsg cast chg shlder/t","DME-Purchase","Yes",,,,"$3,033.86","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 3 months"
"L6386","Postop ea cast chg & realign","DME-Purchase","Yes",,,,"$555.04","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L6388","Postop applicat rigid dsg on","DME-Purchase","Yes",,,,"$698.16","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L6400","Below elbow prosth tiss shap","DME-Purchase","Yes",,,,"$4,276.70","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6450","Elb disart prosth tiss shap","DME-Purchase","Yes",,,,"$5,681.55","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6500","Above elbow prosth tiss shap","DME-Purchase","Yes",,,,"$5,540.24","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 4 years"
"L6550","Shldr disar prosth tiss shap","DME-Purchase","Yes",,,,"$6,989.90","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 6 months"
"L6570","Scap thorac prosth tiss shap","DME-Purchase","Yes",,,,"$5,860.84","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 6 months"
"L6580","Wrist/elbow bowden cable mol","DME-Purchase","Yes",,,,"$2,599.45","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 6 months"
"L6582","Wrist/elbow bowden cbl dir f","DME-Purchase","Yes",,,,"$2,535.68","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 6 months"
"L6584","Elbow fair lead cable molded","DME-Purchase","Yes",,,,"$2,828.75","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 6 months"
"L6586","Elbow fair lead cable dir fo","DME-Purchase","Yes",,,,"$2,942.52","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 6 months"
"L6588","Shdr fair lead cable molded","DME-Purchase","Yes",,,,"$3,906.05","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 3 years"
"L6590","Shdr fair lead cable direct","DME-Purchase","Yes",,,,"$3,918.15","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 3 years"
"L6600","Polycentric hinge pair","DME-Purchase","Yes",,,,"$258.59","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 years"
"L6605","Single pivot hinge pair","DME-Purchase","Yes",,,,"$255.10","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 years"
"L6610","Flexible metal hinge pair","DME-Purchase","Yes",,,,"$232.72","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 years"
"L6611","Additional switch, ext power","DME-Purchase","Yes",,,,"$587.15","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 years"
"L6615","Disconnect locking wrist uni","DME-Purchase","Yes",,,,"$268.92","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 years"
"L6616","Disconnect insert locking wr","DME-Purchase","Yes",,,,"$89.66","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 years"
"L6620","Flexion/extension wrist unit","DME-Purchase","Yes",,,,"$468.85","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 years"
"L6623","Spring-ass rot wrst w/ latch","DME-Purchase","Yes",,,,"$886.01","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 years"
"L6625","Rotation wrst w/ cable lock","DME-Purchase","Yes",,,,"$734.34","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 years"
"L6628","Quick disconn hook adapter o","DME-Purchase","Yes",,,,"$882.59","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 years"
"L6629","Lamination collar w/ couplin","DME-Purchase","Yes",,,,"$253.41","No","No","No","Yes","No","No","No","No","2 units allowed every 3 years"
"L6630","Stainless steel any wrist","DME-Purchase","Yes",,,,"$296.49","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 years"
"L6632","Latex suspension sleeve each","DME-Purchase","Yes",,,,"$119.79","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 years"
"L6635","Lift assist for elbow","DME-Purchase","Yes",,,,"$286.16","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 years"
"L6637","Nudge control elbow lock","DME-Purchase","Yes",,,,"$506.79","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 years"
"L6640","Shoulder abduction joint pai","DME-Purchase","Yes",,,,"$405.10","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 years"
"L6641","Excursion amplifier pulley t","DME-Purchase","Yes",,,,"$222.36","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 years"
"L6642","Excursion amplifier lever ty","DME-Purchase","Yes",,,,"$299.95","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 years"
"L6645","Shoulder flexion-abduction j","DME-Purchase","Yes",,,,"$441.28","No","No","No","Yes","No","No","No","No","2 units allowed every 2 years"
"L6650","Shoulder universal joint","DME-Purchase","Yes",,,,"$467.15","No","No","No","Yes","No","No","No","No","2 units allowed every 2 years"
"L6655","Standard control cable extra","DME-Purchase","Yes",,,,"$103.44","No","No","No","Yes","No","No","No","No","2 units allowed every 2 years"
"L6660","Heavy duty control cable","DME-Purchase","Yes",,,,"$129.30","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L6665","Teflon or equal cable lining","DME-Purchase","Yes",,,,"$62.04","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L6670","Hook to hand cable adapter","DME-Purchase","Yes",,,,"$65.49","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L6672","Harness chest/shlder saddle","DME-Purchase","Yes",,,,"$279.26","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L6675","Harness figure of 8 sing con","DME-Purchase","Yes",,,,"$165.50","No","No","No","Yes","No","No","No","No","2 units allowed every 2 years"
"L6676","Harness figure of 8 dual con","DME-Purchase","Yes",,,,"$194.76","No","No","No","Yes","No","No","No","No","2 units allowed every 2 years"
"L6680","Test sock wrist disart/bel e","DME-Purchase","Yes",,,,"$339.59","No","No","No","Yes","No","No","No","No","2 units allowed every 2 years"
"L6682","Test sock elbw disart/above","DME-Purchase","Yes",,,,"$368.90","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L6684","Test socket shldr disart/tho","DME-Purchase","Yes",,,,"$525.77","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L6686","Suction socket","DME-Purchase","Yes",,,,"$815.35","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L6687","Frame typ socket bel elbow/w","DME-Purchase","Yes",,,,"$1,061.85","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6688","Frame typ sock above elb/dis","DME-Purchase","Yes",,,,"$730.91","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L6689","Frame typ socket shoulder di","DME-Purchase","Yes",,,,"$1,241.12","No","No","No","Yes","No","No","No","Yes, for purchase","2 units allowed every 2 years"
"L6690","Frame typ sock interscap-tho","DME-Purchase","Yes",,,,"$949.79","No","No","No","Yes","No","No","No","No","2 units allowed every 2 years"
"L6691","Removable insert each","DME-Purchase","Yes",,,,"$475.79","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L6692","Silicone gel insert or equal","DME-Purchase","Yes",,,,"$967.03","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L6693","Lockingelbow forearm cntrbal","DME-Purchase","Yes",,,,"$3,990.55","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6694","Elbow socket ins use w/lock","DME-Purchase","Yes",,,,"$796.85","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L6698","Below/above elbow lock mech","DME-Purchase","Yes",,,,"$697.04","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L6703","Term dev, passive hand mitt","DME-Purchase","Yes",,,,"$456.31","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L6704","Term dev, sport/rec/work att","DME-Purchase","Yes",,,,"$822.03","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L6706","Term dev mech hook vol open","DME-Purchase","Yes",,,,"$489.86","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L6707","Term dev mech hook vol close","DME-Purchase","Yes",,,,"$1,805.13","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6708","Term dev mech hand vol open","DME-Purchase","Yes",,,,"$1,174.37","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6709","Term dev mech hand vol close","DME-Purchase","Yes",,,,"$1,701.13","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6711","Ped term dev, hook, vol open","DME-Purchase","Yes",,,,"$710.53","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L6712","Ped term dev, hook, vol clos","DME-Purchase","Yes",,,,"$1,308.16","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6713","Ped term dev, hand, vol open","DME-Purchase","Yes",,,,"$1,650.99","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6714","Ped term dev, hand, vol clos","DME-Purchase","Yes",,,,"$1,398.39","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6805","Term dev modifier wrist unit","DME-Purchase","Yes",,,,"$491.28","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 years"
"L6810","Term dev precision pinch dev","DME-Purchase","Yes",,,,"$293.04","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 years"
"L6881","Term dev auto grasp feature","DME-Purchase","Yes",,,,"$5,745.36","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6882","Microprocessor control uplmb","DME-Purchase","Yes",,,,"$4,357.68","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6890","Prefab glove for term device","DME-Purchase","Yes",,,,"$249.96","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L6895","Custom glove for term device","DME-Purchase","Yes",,,,"$787.76","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L6900","Hand restorat thumb/1 finger","DME-Purchase","Yes",,,,"$2,087.49","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6905","Hand restoration multiple fi","DME-Purchase","Yes",,,,"$2,028.89","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6910","Hand restoration no fingers","DME-Purchase","Yes",,,,"$1,977.16","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6915","Hand restoration replacmnt g","DME-Purchase","Yes",,,,"$865.34","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L6920","Wrist disarticul switch ctrl","DME-Purchase","Yes",,,,"$11,213.15","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6925","Wrist disart myoelectronic c","DME-Purchase","Yes",,,,"$12,094.02","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6930","Below elbow switch control","DME-Purchase","Yes",,,,"$11,782.02","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6935","Below elbow myoelectronic ct","DME-Purchase","Yes",,,,"$12,649.07","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6940","Elbow disarticulation switch","DME-Purchase","Yes",,,,"$16,170.73","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6945","Elbow disart myoelectronic c","DME-Purchase","Yes",,,,"$18,813.32","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6950","Above elbow switch control","DME-Purchase","Yes",,,,"$18,380.61","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6955","Above elbow myoelectronic ct","DME-Purchase","Yes",,,,"$22,014.33","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6960","Shldr disartic switch contro","DME-Purchase","Yes",,,,"$22,202.23","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6965","Shldr disartic myoelectronic","DME-Purchase","Yes",,,,"$24,055.27","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L6970","Interscapular-thor switch ct","DME-Purchase","Yes",,,,"$24,351.78","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L7040","Prehensile actuator","DME-Purchase","Yes",,,,"$3,895.74","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L7045","Pediatric electric hook","DME-Purchase","Yes",,,,"$2,234.01","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L7170","Electronic elbow hosmer swit","DME-Purchase","Yes",,,,"$8,503.39","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L7180","Electronic elbow sequential","DME-Purchase","Yes",,,,"$49,356.86","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L7185","Electron elbow adolescent sw","DME-Purchase","Yes",,,,"$8,822.29","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L7186","Electron elbow child switch","DME-Purchase","Yes",,,,"$15,991.46","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L7190","Elbow adolescent myoelectron","DME-Purchase","Yes",,,,"$11,163.18","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L7191","Elbow child myoelectronic ct","DME-Purchase","Yes",,,,"$16,384.48","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L7360","Six volt bat otto bock/eq ea","DME-Purchase","Yes",,,,"$313.72","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L7362","Battery chrgr six volt otto","DME-Purchase","Yes",,,,"$460.26","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L7364","Twelve volt battery utah/equ","DME-Purchase","Yes",,,,"$549.87","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L7366","Battery chrgr 12 volt utah/e","DME-Purchase","Yes",,,,"$741.24","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L7367","Replacemnt lithium ionbatter","DME-Purchase","Yes",,,,"$546.45","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L7368","Lithium ion battery charger","DME-Purchase","Yes",,,,"$708.47","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
